Account,Display Name,Example Series Names,Pattern Types Matched,Occurrences,Distinct Posts
thereleaseopenmic,The Release Open Mic Showcase,The Blackout Edition; THE RELEASE Open Mic featuring KIRA J,repeated branded name,56,6
madison_modern,MADISON MODERN SOCIAL,MOTHER'S DAY BRUNCH; MOTHER'S DAY DINNER; LIVE MUSIC TUESDAYS; THURSDAYS AT MADISON MODERN SOCIAL; Mother's Day Brunch,"day-of-week plural, repeated branded name",56,13
vaultsundays,Vault Sundays,Vault Sundays NJ's #1 Sunday Night Party; Brunch,"day-of-week plural, repeated branded name",56,1
djpriincecannon___,DJ PriinceCannon,Weirdo Wednesday; Aquarius Bash; R&B THURSDAYS,"day-of-week plural, repeated branded name",56,3
electrosol.nj,ELECTROSOL,Friendsgiving event; Winter Soulstice,repeated branded name,56,4
tko.era,TAKEOVER THE ERA 🏴‍☠️,Game & Paint: Pajama Edition; Last Friday; REP YOUR FLAG,repeated branded name,56,4
packmandupe,Pack Man Dupe™️,McBucket Brunch,repeated branded name,55,12
shalimarusa,Shalimar King of Sweets & Restaurant,BOLLYWOOD Night; Bollywood Night,repeated branded name,55,5
fwfnyc,Fun With Friends®️,FRIENDSMAS JINGLE JAM!; LAST LAP A NEW YEAR'S EVE EXPERIENCE; Kwanzaa Crawl Venue Takeover,repeated branded name,54,4
justzeke,Isaiah Davis,Love & Basketball: The R&B Experience with Bobby Valentino Live; HBCU Reunion Day Party; R & B Experience; Ashanti Live; Girls Night Out,repeated branded name,54,3
karinaoliveira.glow,Karina Oliveira,Insightxrun After Party,repeated branded name,54,1
impostersyndromeshow,Imposter Syndrome,"Josh Howard ""Good Soil, Strong Roots""",repeated branded name,54,2
zachjustice,Zach Justice,Birthday; Zach Justice's Birthday,repeated branded name,54,4
dwellnesscoach,NajumaJoy,Breath of Joy Yoga Flow; Wake UP with BEYoga,repeated branded name,54,4
sundaymotorco,Sunday Motor Company,The Fourth Annual Fresh Air Rallye; Fresh Air Rallye,repeated branded name,54,2
onlybetterwithtime,better with time,Better with time; 25+ Event; BETTER WITH TIME,repeated branded name,54,10
polancaps,Randy Polanco,ACROPOLIS FRIDAYS; Art Basel; Anuel performance,"day-of-week plural, repeated branded name",53,7
welcometofrenzy,FRENZY,THE VICTORY LAP; PRESENT LOVE IS A FRENZY: A Valentine's R&B Night; Lover’s Lookbook; The Victory Lap,repeated branded name,53,15
cozyyapper,cozy (giusy),COZY OPEN MIC; Rep Yo City Slam Qualifier ~New Jersey~,repeated branded name,53,3
kashifconnects,KASHIF JONES INC,The Elite Gala; New Year’s Party,repeated branded name,53,7
asgnmt_,ASGNMT,Movie fit:,repeated branded name,52,6
irusa_northeast,IRUSA NorthEast Team,October Recap; November Recap; Meal Pack,repeated branded name,52,2
an_artist.book,Esther’s Gallery,Yemi Alade RebelQueen album release; Yemi Alade Rebel Queen Album Release Event,repeated branded name,52,4
litrutgers,LIVES IN TRANSLATION,FIRE IN EVERY DIRECTION - TAREQ BACONI; FIRE IN EVERY DIRECTION W/ TAREQ BACONI; FIRE IN EVERY DIRECTION; Fire In Every Direction - Tareq Baconi; Fire In Every Direction w/ Tareq Baconi,recurrence keyword,52,4
theycallmedewy,"Jessica René ""Dewy"" Doughty",DJ set; TEENAGE MUTANT NINJA FUNK TIME,repeated branded name,52,2
_djspindoll,BIG SPIN 🇳🇬🚀,DJ Spindoll's Birthday; Leo Season Commences; DJ Spin Birthday,"recurrence keyword, repeated branded name",52,2
sakicertified,Event Marketing | Business Solutions,Town Social Bar Crawl,repeated branded name,51,3
whereismarcus__,Big Marc | Food + Travel,Happy Hour,repeated branded name,51,6
donmachopiccho,Don Macho Piccho,DDDS; Triple D’s Chosen Fam Edition Part II; DDD's; DDD's valentines edition; DDDs,repeated branded name,50,9
deedsmagazine,Deeds,DANCE & GO HOME X ODEAL: A MOVEMENT FOR ORGANIC CONNECTION & INFINITE POSSIBILITY,repeated branded name,50,2
lananana1,Rikki Baby!,Dubai Travel Session,repeated branded name,50,2
bapoproductions,Bapo Productions®️🎥,Kartier Soshy Live Performance,repeated branded name,50,2
operationhopehq,Operation HOPE,John Hope Bryant Named a 2025 US News & World Report Best Leader,repeated branded name,50,5
gsaj_diferan,Saan official,RSRV Saturday,repeated branded name,50,2
sasha.sano,Sasha Campusano,RHYTHM THE ROOM,repeated branded name,50,7
missexcelgrace,Excel Grace,Level Up Mixer; Birthday Celebration; Love at First Touch,repeated branded name,50,7
newarknjdevelopmentblog,NewarkDevelopmentblog,Lionsgate Newark Film Studio Groundbreaking Ceremony; Lionsgate Newark film studio groundbreaking ceremony,repeated branded name,50,2
djrudeboi609,djrudeboi609,CARIBBEAN NIGHT XIMAS EDITION,repeated branded name,50,2
shotsby_butta,ShotByButta,Opening Night,repeated branded name,50,2
soulofahustla,Renee Soulofahustla Preston,$6 SUNDAYS; DJ Marathon; Open Format DJ Session; $6 Sundays,"day-of-week plural, repeated branded name",50,3
ggoddess.333,Golden.,PAINT & POUR AURA PHOTOS; Aura Photo at China Town; Paint + Pour + Aura Photos; Brunch Sundays; Birthday Spa & Intimate Dinner,"day-of-week plural, repeated branded name",50,2
complexvision_newark_,"Chris “Cdot” Williams, CP",Youth Power Action Convening; MLK Day Youth Power Action Meeting; Community Violence Intervention Leadership Academy,repeated branded name,50,2
rh.tez,🤡,CORTEZ PHILLIPS,repeated branded name,50,2
yournjbestie,jenni - your nj bestie 💖✨,MAY MARKET; LSC After Dark: Reindeer Games; May Market,repeated branded name,50,7
balladsnbottles,BALLADS ‘N BOTTLES,BALLADS 'N BOTTLES SPRING EDITION; BALLADS 'N BOTTLES ATLANTA DEBUT; Ballads 'N Bottles Spring Edition; Ballads 'N Bottles Atlanta Debut,repeated branded name,48,2
djmar_23,DJ Mar,I Love R&B Brunch Day Party,repeated branded name,48,1
ncnwrosellenj,NCNW ROSELLE NJ,NCNW ROSELLE SECTION MEETING; NCNW Roselle Section Meeting,repeated branded name,48,15
realdonblake,Don Blake,Step Up Your Speed Release; Mafioso’s Manual album release,repeated branded name,48,2
baddiesintech,Tech Career Club,BaddieCon NYC 2023; BaddieCon,repeated branded name,48,2
festforums,FestForums®,AI’s Impact on Music & Film,repeated branded name,48,1
firstfridayspoetryclub,First Fridays Poetry Club ♣️,INTRODUCE YOURSELF Poetry Night; DO IT FOR MY CITY PODCAST,repeated branded name,48,1
melaninmimosasnj,MELANIN&MIMOSASNJ,FIRST SUNDAY BRUNCH,repeated branded name,48,24
dukeconceptnyc,Duke Concept LLC,PARTY,repeated branded name,48,2
shop.aneeqa,ANEEQA,Muslim Heritage Month Festival 2026,repeated branded name,48,1
getmeafighter,Get Me A Fighter,Fight Night Signed MMA Merch Pop Up + Meet & Greet with MMA Fighter Fatima Kline; Fatima Meet and Greet,repeated branded name,48,1
ylsmagoo.007,Yls Magoo,Showcase Sunday; After Party,repeated branded name,48,1
hiphopandphilosophy,Professor Derrick Darby,Brand Nubian Released Their Debut Album One For All; Queen Latifah's Debut Album All Hail the Queen Release,repeated branded name,48,2
kekoonlounge,Kekoon Restaurant & Nightclub,Kekoon Nightclub Experience; Chronic Law “Birthday Celebration”,repeated branded name,48,3
njwedding,NJWedding.com,Cory Booker and Alexis Lewis Wedding Ceremony; Cory Booker and Alexis Lewis Legal Marriage,repeated branded name,48,1
emergencydancer,Maria Santos,Vou Se Da in America NYC Mata,repeated branded name,48,5
flocka_grafton,Vonjawn Jacobs,Capricorn Takeover BDAY BASH; One of them Ones Pt 2; Nasty Nazz Birthday Bar Bash; DJ Nasty Nazzz Birthday Celebration Pt 2,repeated branded name,48,5
rnbfridaysnj,New Jersey RnB Night,RnB Fridays Sagittarius Season; RnB Fridays,"day-of-week plural, recurrence keyword, repeated branded name",48,2
goodvibesmobile,THE HEALTHY HUB🇵🇭🇯🇲🇨🇴,GOOD VIBES MOBILE POP UP; Good Vibes Mobile Pop Up,repeated branded name,48,11
palladiumlatinkids,,MUSIC STIMULATION FOR BABIES; Live Musical Stimulation Class,repeated branded name,47,7
gritsandgrit,GRITS & GRIT L BLACK GIRL WORKOUTS,BLACK GIRLS PLAY WITH CLAY; BLACK GIRLS BELLY DANCE; Black Girls Play with Clay; Black Girls Belly Dance,repeated branded name,47,13
luca_brasi_7,,Viral Nights Introduction Party; Viral Vixens Introduction Party; RNB Night,"recurrence keyword, repeated branded name",46,10
zjzimma,DJ ZIMMA🔑♎️🇻🇨,GLOBAL FRIDAYS; GLOBAL FRIDAYS - AFTER WORK VIBES; GLOBAL FRIDAYS - PARTY VIBES; CARIBBEAN FRIDAYS AT TRUE LOUNGE; GLOBAL FRIDAYS - PARTY,"day-of-week plural, repeated branded name",46,12
phillyfeeling,𝙿𝚑𝚒𝚕𝚕𝚢 ♥‿♥,Christmas Village; Christmas Village in Philadelphia,repeated branded name,46,2
soyraffy,Soy Raffy,DJ Pereira’s Birthday Concert,repeated branded name,46,1
ventanasatthemodern,VENTANAS | CRUDO + CHAR,JAZZY FRIDAYS AT VENTANAS; JAZZY FRIDAYS; Jazzy Fridays at VENTANAS; Jazzy Fridays,"day-of-week plural, repeated branded name",46,17
meka_oku,MEKA OKU 🇳🇬,AFROHOUSE SUNDAYS; AfroHouse Mastery Class; AfroHouse Sundays,"day-of-week plural, repeated branded name",46,3
silentlypublic,Silently Public,Hendly Public Car Meet Park & Chill,repeated branded name,46,4
tipwitdaclipz,TipWitDaClipz | Photographer,SUNSET IN TURKS; Back For The Very First Time: 2024 Runway Collection; Let God Sort ‘Em Out Tour,repeated branded name,46,5
footwrkmusic,Footwrk,New Footwrk Mix; MLK Weekend Apres Ski,repeated branded name,46,7
kristenkemp,KRISTEN KEMP,Hot Power Vinyasa,repeated branded name,46,12
nuanced_cafe,Nuanced Café,Hot cup of cocoa (w marshmallows); Delayed Opening,repeated branded name,45,10
jdiegoroq,Juan Diego Roque,Root Episode 1 Streaming; Juan Diego Roque's Birthday; HOME. Album Release,repeated branded name,45,3
keniadance,Kenia Rosete,FOCUS: INNOVATIVE CHOREOGRAPHY SERIES; FOCUS Innovative Choreography dance series NextUp: College Spotlight; FOCUS 11/13; FOCUS special edition— NextUp: College Spotlight; FOCUS: Innovative Choreography Series,"recurrence keyword, repeated branded name",45,9
chop.life.crew,CLC MARKETING GROUP LLC 🌍,BIG FISH PISCES ♓️ BASH; BIG BULLY BASH ♉️ SZN; YACHT PARTY NJ; JERSEY CITY YACHT PARTY; BIGBULLY BASH ♉️ SZN,repeated branded name,45,15
nwsl,National Women's Soccer League,Andrea Kitahata signs with Gotham FC; NWSL Challenge Cup 2026; 2025 NWSL Champion; 2025 NWSL Championship MVP; 2025 U.S. Soccer Female POTY,repeated branded name,45,5
romanalounge,Romana European Tapas Lounge,NEW YEAR’S EVE 2025 • GRAND REOPENING; Hiring Event; STEVENSON vs LOPEZ Official Fight Party; Throwback Karaoke Thursdays,"day-of-week plural, repeated branded name",44,5
areyouvip,AreYouVIP-Partylist,TACO & TEQUILA TUESDAYS; TINI THURSDAYS; Ladies Love Brunch: R&B Sing-Along; Taco & Tequila Tuesdays; Tini Thursdays,"day-of-week plural, repeated branded name",44,12
brendandd,𝐁𝐫𝐞𝐧𝐝𝐚𝐧 𝐃𝐚 𝐒𝐢𝐥𝐯𝐚,Speaking on marketing on a shoe string budget,repeated branded name,44,13
djnillaofficial,𝑛𝑖𝑐 “𝖓𝖎𝖑𝖑𝖆” 𝑏𝑎𝑙𝑙𝑒𝑛𝑖𝑙𝑙𝑎 ⚡️,NILLA'S 30TH BIRTHDAY; NILLA'S BIRTHDAY CELEBRATION; GET DOWN GROUP DJS,repeated branded name,44,1
partywithmonte,𝗗𝗝 𝗠𝗢𝗡𝗧𝗘,Gridiron Football Playoff Games,repeated branded name,44,6
thehelloeffecthub,The Hello Effect Community,A.L.I.V.E Host Casting Call; New Music Wednesdays; The Amplified Next Up Experience,"day-of-week plural, repeated branded name",44,2
leosspotlight_,Leo’s Spotlight,Leo's Spotlight YouTube Live; Leo’s Spotlight with Y.O_Tone_Music; Showtime Leek Spotlight; Leo's Spotlight,repeated branded name,43,4
club_harmony_,A RNB EXPERIENCE🎙️curated by @commacrazy,CLUB HARMONY; CLUB HARMONY R&B Party; Club Harmony: An RNB Experience Valentine's Day Edition,repeated branded name,43,8
thelocalgirlhq,The Local Girl® Media Group,Visit Stoutsburg Sourland African American Museum; Free and Discounted Museum Day,repeated branded name,43,5
latinvibesociety,Latin Vibe Society,FIESTA NIGHT CLUB TAKEOVER THURSDAYS; FIESTA NIGHT CLUB TAKE OVER THURSDAYS; NJ YACHT PARTY; CHRISTMAS HANGOVER; BIRTHDAY CELEBRATION FOR @selfmadehybrid,"day-of-week plural, repeated branded name",43,10
elise.yourhealthyrealtor,Elise Hill | Your Healthy Central NJ Realtor,Email Club; Private Tour of 512 S 15th St,repeated branded name,43,4
outmontclair,Out Montclair • Montclair Pride,Holiday Dance Party; Gender Reset Variety Show,repeated branded name,42,4
themontclairgirl,The Montclair Girl,HOLIDAY SEASON AT AGRICOLA; NEWARK ZINE FEST; Holiday Season at Agricola,"recurrence keyword, repeated branded name",42,6
djduncann_,DJ Duncan,THREESOME THURSDAYS; THREESOME THURSDAYS: PARTY WITH A; Slizzy Saturday with @prod.sekai_ & Friends; Slizzy Saturday; Threesome Thursdays,"day-of-week plural, repeated branded name",42,7
curearena,CURE Insurance Arena,FINAL FRONTIER TOUR; Trenton Ironhawks Hockey Game,repeated branded name,42,2
jayy_soles,Jayy,FRIDAY NIGHTS AT THE SECRET; LOS THURSDAYS - APRIL 23RD; LOS THURSDAYS; VIVA LA FIESTA Lifestyle Birthday Finale; All Black Winter Affair,"day-of-week plural, recurrence keyword, repeated branded name",42,6
bravo_prod_,Bravo X Productions LLC,Valentine's Day Sale; Valentine's Sale; Valentine’s Day Sale,repeated branded name,42,3
dropletsofmercyusa,Droplets of Mercy USA,Jummah Khutbah; Family Night,repeated branded name,42,1
carteryoung.2k,The Super Athlete Carter Young,Massacre on 34th Street; Holiday Celebration,repeated branded name,42,2
blackmenrundenver,Black Men Run Denver,THERAPEUTIC THURSDAYS; Grant Gilliam Runner of the Month; Black Men Run's 2026 Pre-National Meetup; Therapeutic Thursdays,"day-of-week plural, repeated branded name",41,8
djgalorenj,JG,R&B THURSDAYS; Power & Presence New Year’s Day Brunch Party; R&B Thursdays,"day-of-week plural, repeated branded name",41,6
tnb.jayyy,Tnb Jayy,Unlimited Visits All Season; Gold Season Pass Upgrade,"recurrence keyword, repeated branded name",41,10
scripted.club,Scripted,The Midnight Rally; Midnight Rally; Carbecue,repeated branded name,40,3
njpacartsed,NJPAC Arts Education,"Teaching Artist Certificate Program; Spring Arts Training: Hip Hop Arts & Culture, TD Jazz for Teens and Intersections of multiple arts disciplines",repeated branded name,40,2
movingwithmutts,Liv,Randy Adoption; Randy Foster,repeated branded name,40,1
hobokenculturalaffairs,Hoboken Cultural Affairs,HOBOKEN ARTS AND MUSIC FESTIVAL; Winter Arts Classes Registration; Hoboken Arts and Music Festival,repeated branded name,40,7
bestiesevents_,BESTIES EVENTS - NJ SOCIAL CLUB ✨,SPRING FLING MARKET; SPRING FLING MARKET AT 902 BREWING; TATS & CRAFTS MARKET; Spring Fling Market; Spring Fling Market at 902 Brewing,repeated branded name,40,5
mindovermiles.inc,MIND OVER MILES,MONDAYS WITH M.O.M; Mondays with M.O.M,day-of-week plural,40,6
djvonnj,ALLEY ROCKETS DJ 🖖🏾,The Last Dance Yacht Party,repeated branded name,40,1
njug_grooves,Northern Jersey Undergraduate Chapter 🏴‍☠️,Toys for Tots Basketball Event; Tournament,repeated branded name,40,1
youngkhalsagirls_njpa,Young Khalsa Girls NJ/PA,Food Drive Donation at Homefront NJ; Holiday Toy Drive Decoration & Organization at Homefront NJ,repeated branded name,40,1
its_jess4real,𝓙𝓮𝓼𝓼𝓲𝓬𝓪 𝓝𝓪𝔃𝓪𝓻𝓲𝓸 🐿,TCHS Homecoming 2025; TCHS Senior Night,repeated branded name,40,2
thesouthjerseylocal,,Noyes Holiday Market & Gingerbread Village,repeated branded name,40,1
anibalramosjr,Anibal Ramos Jr.,Holiday Festival of Lights Parade; Annual North Ward Holiday Parade of Lights & Christmas Tree Lighting,repeated branded name,40,2
burnoutpresents,BURNOUT,LOCAL LOVE Valentine’s Market; Live DJ Set,repeated branded name,40,1
firstrepubliclounge,FIRST REPUBLIC LOUNGE,RHYTHM & BRUNCH; SEAFOOD THURSDAYS; MONDAY NIGHTS; Rhythm & Brunch; Seafood Thursdays,"day-of-week plural, recurrence keyword, repeated branded name",40,14
quilla1989,Quilla Walker,Red & White affair; Happy Hour; Aquarius Bash,repeated branded name,39,5
crookedstew,Crooked Stew,ACOUSTIC FRIDAY; Ort Farms Paws & Pours; Acoustic Friday,repeated branded name,39,10
kenz_ent,KENZ Entertainment,Ikenna & Chisom Wedding; Emmanuel & Ashley Wedding,repeated branded name,39,6
sirgoodeats,Darnell Hutchins,R&B BRUNCH SUNDAYS; RNB Brunch Sundays NJ,"day-of-week plural, repeated branded name",39,4
historicstudios247365,HISTORIC STUDIOS,LMNOP KARAOKE; KARAOKE WEDNESDAYS; LIVE MUSIC THURSDAYS; OPEN MIC FRIDAYS; Karaoke Wednesdays,"day-of-week plural, repeated branded name",39,7
blutheartist_,BLū Bluington,LIVE BAND FRIDAYS; Trains to Hoboken; Live Band Fridays,"day-of-week plural, repeated branded name",39,12
jerseybeenews,The Jersey Bee,Free community brunch for Newark residents experiencing homeless and at-risk population; NYE Eve Party & Holiday Sweater Contest,repeated branded name,38,2
espnw,espnW,Top Scorer at Euros; Won NWSL Championship; Welcomes First Baby,repeated branded name,38,2
halftimegrilljc,Halftime Bar & Grill,New Year's Eve Party; R&B Bingo & Musical Trivia; Daedream Thursday's,repeated branded name,38,4
2federal_blizzyblack,CCF,BADDIES LOVE R&B PT.2 “ Aquarius Edition ♒️ “; One Litt Night (CCF 1 Year Anniversary); BADDIES LOVE R&B PT.2 “Aquarius TakeOver “,repeated branded name,38,4
griffin_moonstone,Griffin Moonstone (Zignoli),Sync & Spin Volume 2 DJ Networking Event; Party For A Purpose,repeated branded name,38,2
sulunajc,SuLuna,Ladies Night,repeated branded name,38,8
sundayschoolastoria,SUNDAY SCHOOL IS IN SESSION ✏️,The Ultimate Send Off Party to the motherland for the holidays; ROSES & ROSÈ🌹🥂,repeated branded name,38,7
emonightliveusa,EMO NIGHT LIVE,EMO NIGHT LIVE; Emo Night Live,repeated branded name,38,3
flaresofbliss,Flares of Bliss Media♦️,NYE; New Year's Eve,repeated branded name,38,4
jacktrvdes,AB 🎥🔥,"Official Capricorn Celebration; GOAT SZN 🐐 & THE CAPS COMING OUT HEAVY
Official Capricorn Celebration",repeated branded name,38,3
njdevils,New Jersey Devils,New Jersey Devils vs Everybody; Dr. Martin Luther King Jr. Day Recognition,repeated branded name,38,5
_foreverscondz,LoyaltyUnmatched,Capricorn Bash; Lovers & Friends Pre Valentines Day Party,repeated branded name,38,3
thegivebacksisters,The Giveback Sisters 🩷🤞🏽,Toy and Gift Distribution; MERRY; Food Pantry,repeated branded name,38,2
standardcafenewark,The Standard Café,Holiday Catering; Super Bowl Catering,repeated branded name,37,3
bernieray.jpeg,BERNIE,NUPEJERSEY J5 PARTY,repeated branded name,37,6
swagtastikfilms_,German L Delerme Jr.,Saturday Party,repeated branded name,36,3
dee_styles_,DEE | NJ MASTER HAIRSTYLIST & EVENT CURATOR,Winter Coat Drive,repeated branded name,36,1
echotemple,Echo Temple Productions 🧿,Echo 2 Year Celebration with The Coalition,repeated branded name,36,3
frontstreetlounge,Front Street Lounge x Hub Thirteen,Super Bowl Party; NBA Games at Front Street Lounge,repeated branded name,36,8
bondgrounded,Bond Stanley Ebigbo™️,Artiste Development class,repeated branded name,36,12
osisioma_ent,Innocent Ike,TRENDING THURSDAYS; Birthday Celebration,"day-of-week plural, repeated branded name",36,4
iceboxclivvv,✨Clivvv✨,GRADUATION AFTERPARTY; Birthday; Icebox Birthday Celebration; Graduation Afterparty,repeated branded name,35,6
cocoexpressfest,Coco Express Festival,COCO EXPRESS 2026; DJ Competition Deadline; DJ Winner Announcement; Coco Express Fest 2026; Love Iceland Ski Party,repeated branded name,35,8
